id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
96,Chicken Alfredo - Variant 5,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Chicken Alfredo - Variant 5 is a customer favorite.,16.66,0,16.66,1135,25,None,None,3.6,18,Available,No,Yes,https://images.restaurant.com/food/main_course/0096.jpg,2023-08-28
97,Lamb Chops,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Lamb Chops is a customer favorite.,29.67,10,26.7,962,21,None,Nut-Free,4.5,72,Available,Yes,No,https://images.restaurant.com/food/main_course/0097.jpg,2023-07-11
98,Lamb Chops - Variant 2,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Lamb Chops - Variant 2 is a customer favorite.,25.59,10,23.03,674,41,Hot,Dairy-Free,4.3,588,Available,No,No,https://images.restaurant.com/food/main_course/0098.jpg,2023-12-04
99,Lamb Chops - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Lamb Chops - Variant 3 is a customer favorite.,29.48,20,23.58,265,40,Medium,Vegan,4.8,526,Sold Out,No,No,https://images.restaurant.com/food/main_course/0099.jpg,2023-12-26
100,Roast Duck,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Roast Duck is a customer favorite.,22.71,0,22.71,741,15,Mild,Halal,4.6,506,Available,No,No,https://images.restaurant.com/food/main_course/0100.jpg,2024-04-19
101,Roast Duck - Variant 2,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Roast Duck - Variant 2 is a customer favorite.,24.79,15,21.07,266,29,Extra Hot,Low-Carb,4.6,195,Available,No,Yes,https://images.restaurant.com/food/main_course/0101.jpg,2024-10-27
102,Roast Duck - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Roast Duck - Variant 3 is a customer favorite.,25.39,15,21.58,276,35,Medium,Halal,3.7,771,Available,No,Yes,https://images.restaurant.com/food/main_course/0102.jpg,2024-09-01
103,Roast Duck - Variant 4,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Roast Duck - Variant 4 is a customer favorite.,27.45,0,27.45,1121,43,Hot,Vegan,4.9,31,Available,No,No,https://images.restaurant.com/food/main_course/0103.jpg,2023-04-05
104,Pork Ribs,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Pork Ribs is a customer favorite.,21.32,0,21.32,634,26,Extra Hot,Nut-Free,4.2,832,Available,No,No,https://images.restaurant.com/food/main_course/0104.jpg,2023-03-01
105,Pork Ribs - Variant 2,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Pork Ribs - Variant 2 is a customer favorite.,25.66,20,20.53,1107,30,Extra Hot,Keto,4.9,116,Sold Out,No,No,https://images.restaurant.com/food/main_course/0105.jpg,2024-03-17
106,Pork Ribs - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Pork Ribs - Variant 3 is a customer favorite.,24.13,10,21.72,407,11,None,Vegetarian,3.9,498,Available,No,No,https://images.restaurant.com/food/main_course/0106.jpg,2023-02-01
107,Pork Ribs - Variant 4,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Pork Ribs - Variant 4 is a customer favorite.,20.94,0,20.94,582,7,Mild,Low-Carb,4.8,424,Available,No,Yes,https://images.restaurant.com/food/main_course/0107.jpg,2023-07-14
108,Vegetable Stir Fry,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Vegetable Stir Fry is a customer favorite.,13.2,15,11.22,335,28,None,Keto,3.6,233,Available,No,No,https://images.restaurant.com/food/main_course/0108.jpg,2023-10-19
109,Vegetable Stir Fry - Variant 2,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Vegetable Stir Fry - Variant 2 is a customer favorite.,13.29,0,13.29,681,26,Medium,Spicy,3.6,158,Available,No,No,https://images.restaurant.com/food/main_course/0109.jpg,2024-07-31
110,Vegetable Stir Fry - Variant 3,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Vegetable Stir Fry - Variant 3 is a customer favorite.,13.3,10,11.97,531,5,Hot,Low-Carb,4.1,589,Available,Yes,No,https://images.restaurant.com/food/main_course/0110.jpg,2024-05-30
111,Vegetable Stir Fry - Variant 4,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Vegetable Stir Fry - Variant 4 is a customer favorite.,15.92,10,14.33,871,34,Medium,Spicy,4.4,179,Sold Out,No,Yes,https://images.restaurant.com/food/main_course/0111.jpg,2023-01-03
112,Vegetable Stir Fry - Variant 5,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Vegetable Stir Fry - Variant 5 is a customer favorite.,15.41,15,13.1,665,32,Extra Hot,Vegetarian,3.8,643,Available,No,No,https://images.restaurant.com/food/main_course/0112.jpg,2024-04-26
113,Chicken Tikka Masala,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala is a customer favorite.,17.16,15,14.59,773,6,None,Keto,4.1,401,Available,No,Yes,https://images.restaurant.com/food/main_course/0113.jpg,2023-04-12
114,Chicken Tikka Masala - Variant 2,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala - Variant 2 is a customer favorite.,19.29,5,18.33,877,14,Extra Hot,Low-Carb,4.6,135,Available,No,No,https://images.restaurant.com/food/main_course/0114.jpg,2024-02-02
115,Chicken Tikka Masala - Variant 3,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala - Variant 3 is a customer favorite.,17.27,10,15.54,995,24,Medium,Low-Carb,4.6,367,Sold Out,Yes,No,https://images.restaurant.com/food/main_course/0115.jpg,2024-03-05
116,Chicken Tikka Masala - Variant 4,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala - Variant 4 is a customer favorite.,19.71,5,18.72,427,26,Hot,Nut-Free,4.1,318,Available,No,No,https://images.restaurant.com/food/main_course/0116.jpg,2024-03-13
117,Chicken Tikka Masala - Variant 5,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala - Variant 5 is a customer favorite.,19.52,5,18.54,306,23,Hot,Low-Carb,3.6,505,Available,No,No,https://images.restaurant.com/food/main_course/0117.jpg,2023-03-31
118,Chicken Tikka Masala - Variant 6,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Chicken Tikka Masala - Variant 6 is a customer favorite.,19.92,0,19.92,487,34,Medium,Keto,4.3,344,Available,No,Yes,https://images.restaurant.com/food/main_course/0118.jpg,2024-02-25
119,Beef Tenderloin,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Beef Tenderloin is a customer favorite.,31.88,5,30.29,584,22,None,Vegetarian,4.5,797,Available,No,No,https://images.restaurant.com/food/main_course/0119.jpg,2024-08-03
120,Beef Tenderloin - Variant 2,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Beef Tenderloin - Variant 2 is a customer favorite.,31.5,0,31.5,952,17,None,Nut-Free,4.0,34,Available,No,Yes,https://images.restaurant.com/food/main_course/0120.jpg,2024-05-24
121,Beef Tenderloin - Variant 3,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Beef Tenderloin - Variant 3 is a customer favorite.,30.67,0,30.67,981,25,Extra Hot,None,3.5,800,Available,Yes,No,https://images.restaurant.com/food/main_course/0121.jpg,2024-08-14
122,Beef Tenderloin - Variant 4,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Beef Tenderloin - Variant 4 is a customer favorite.,31.61,20,25.29,352,19,Hot,Nut-Free,4.9,727,Available,No,No,https://images.restaurant.com/food/main_course/0122.jpg,2023-12-12
123,Pan Seared Tuna,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Pan Seared Tuna is a customer favorite.,22.07,15,18.76,741,29,Extra Hot,Spicy,3.9,509,Available,No,No,https://images.restaurant.com/food/main_course/0123.jpg,2023-01-18
124,Pan Seared Tuna - Variant 2,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Pan Seared Tuna - Variant 2 is a customer favorite.,27.83,5,26.44,1145,22,Hot,Dairy-Free,4.4,569,Available,No,No,https://images.restaurant.com/food/main_course/0124.jpg,2024-10-05
125,Pan Seared Tuna - Variant 3,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Pan Seared Tuna - Variant 3 is a customer favorite.,25.41,0,25.41,959,10,Mild,Dairy-Free,4.5,238,Sold Out,No,No,https://images.restaurant.com/food/main_course/0125.jpg,2024-10-19
126,Pan Seared Tuna - Variant 4,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Pan Seared Tuna - Variant 4 is a customer favorite.,27.88,15,23.7,377,29,Medium,Vegan,4.1,74,Sold Out,Yes,Yes,https://images.restaurant.com/food/main_course/0126.jpg,2024-04-03
127,Butter Chicken,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Butter Chicken is a customer favorite.,15.53,10,13.98,1017,18,Mild,Spicy,4.8,736,Available,Yes,No,https://images.restaurant.com/food/main_course/0127.jpg,2024-05-08
128,Butter Chicken - Variant 2,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Butter Chicken - Variant 2 is a customer favorite.,15.23,5,14.47,840,19,Extra Hot,Vegetarian,4.5,283,Sold Out,No,No,https://images.restaurant.com/food/main_course/0128.jpg,2023-09-12
129,Butter Chicken - Variant 3,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Butter Chicken - Variant 3 is a customer favorite.,16.82,15,14.3,1019,21,Mild,Nut-Free,4.8,628,Available,No,Yes,https://images.restaurant.com/food/main_course/0129.jpg,2023-12-14
130,Butter Chicken - Variant 4,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Butter Chicken - Variant 4 is a customer favorite.,17.33,0,17.33,529,32,Extra Hot,Spicy,3.6,602,Available,No,No,https://images.restaurant.com/food/main_course/0130.jpg,2024-05-08
131,Rack of Ribs,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Rack of Ribs is a customer favorite.,29.24,0,29.24,593,12,Medium,Gluten-Free,3.7,56,Available,No,No,https://images.restaurant.com/food/main_course/0131.jpg,2023-07-22
132,Rack of Ribs - Variant 2,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Rack of Ribs - Variant 2 is a customer favorite.,27.7,0,27.7,1079,35,Medium,Nut-Free,4.1,94,Available,No,Yes,https://images.restaurant.com/food/main_course/0132.jpg,2023-01-17
133,Rack of Ribs - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Rack of Ribs - Variant 3 is a customer favorite.,28.07,10,25.26,193,28,Medium,Halal,3.7,665,Available,Yes,No,https://images.restaurant.com/food/main_course/0133.jpg,2023-05-03
134,Rack of Ribs - Variant 4,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Rack of Ribs - Variant 4 is a customer favorite.,29.85,15,25.37,569,43,Medium,None,4.7,197,Available,Yes,No,https://images.restaurant.com/food/main_course/0134.jpg,2023-09-06
135,Rack of Ribs - Variant 5,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Rack of Ribs - Variant 5 is a customer favorite.,28.04,0,28.04,1187,7,Hot,None,3.8,350,Available,No,No,https://images.restaurant.com/food/main_course/0135.jpg,2024-07-17
136,Grilled Swordfish,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish is a customer favorite.,22.07,15,18.76,501,32,None,Gluten-Free,3.6,466,Available,Yes,No,https://images.restaurant.com/food/main_course/0136.jpg,2023-11-18
137,Grilled Swordfish - Variant 2,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish - Variant 2 is a customer favorite.,23.7,15,20.14,150,36,Extra Hot,Gluten-Free,3.6,239,Available,No,No,https://images.restaurant.com/food/main_course/0137.jpg,2023-03-18
138,Grilled Swordfish - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish - Variant 3 is a customer favorite.,21.85,0,21.85,1014,22,Medium,Halal,4.1,509,Available,No,No,https://images.restaurant.com/food/main_course/0138.jpg,2023-02-27
139,Grilled Swordfish - Variant 4,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish - Variant 4 is a customer favorite.,25.77,5,24.48,273,7,Hot,Vegan,3.6,188,Available,No,No,https://images.restaurant.com/food/main_course/0139.jpg,2024-09-30
140,Grilled Swordfish - Variant 5,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish - Variant 5 is a customer favorite.,22.32,0,22.32,877,31,None,Spicy,3.8,624,Available,No,No,https://images.restaurant.com/food/main_course/0140.jpg,2023-07-27
141,Grilled Swordfish - Variant 6,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Grilled Swordfish - Variant 6 is a customer favorite.,21.11,0,21.11,332,43,Mild,Halal,4.5,464,Sold Out,No,Yes,https://images.restaurant.com/food/main_course/0141.jpg,2024-02-11
142,Mushroom Risotto,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Mushroom Risotto is a customer favorite.,16.18,0,16.18,160,20,Extra Hot,Low-Carb,4.7,635,Sold Out,Yes,No,https://images.restaurant.com/food/main_course/0142.jpg,2023-10-19
143,Mushroom Risotto - Variant 2,Main Course,American,A hearty and satisfying main dish prepared by our expert chefs. Mushroom Risotto - Variant 2 is a customer favorite.,17.74,0,17.74,408,45,Extra Hot,Nut-Free,4.3,505,Sold Out,No,No,https://images.restaurant.com/food/main_course/0143.jpg,2023-10-23
144,Mushroom Risotto - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Mushroom Risotto - Variant 3 is a customer favorite.,14.76,0,14.76,1173,32,None,None,4.1,288,Available,No,No,https://images.restaurant.com/food/main_course/0144.jpg,2023-03-29
145,Mushroom Risotto - Variant 4,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Mushroom Risotto - Variant 4 is a customer favorite.,17.99,10,16.19,1181,24,Hot,Vegetarian,3.9,272,Available,No,Yes,https://images.restaurant.com/food/main_course/0145.jpg,2023-02-21
146,Mushroom Risotto - Variant 5,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Mushroom Risotto - Variant 5 is a customer favorite.,16.92,10,15.23,232,12,Extra Hot,Halal,4.0,86,Available,No,No,https://images.restaurant.com/food/main_course/0146.jpg,2024-04-21
147,Beef Bourguignon,Main Course,Italian,A hearty and satisfying main dish prepared by our expert chefs. Beef Bourguignon is a customer favorite.,28.98,10,26.08,421,20,Hot,Low-Carb,4.4,833,Available,No,Yes,https://images.restaurant.com/food/main_course/0147.jpg,2024-09-27
148,Beef Bourguignon - Variant 2,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Beef Bourguignon - Variant 2 is a customer favorite.,28.36,20,22.69,732,31,Hot,Vegan,3.9,21,Sold Out,Yes,No,https://images.restaurant.com/food/main_course/0148.jpg,2023-06-10
149,Beef Bourguignon - Variant 3,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Beef Bourguignon - Variant 3 is a customer favorite.,27.73,0,27.73,655,37,Mild,Spicy,4.0,791,Sold Out,No,Yes,https://images.restaurant.com/food/main_course/0149.jpg,2024-07-10
150,Chicken Marsala,Main Course,Lebanese,A hearty and satisfying main dish prepared by our expert chefs. Chicken Marsala is a customer favorite.,17.85,15,15.17,908,13,Hot,None,4.7,484,Available,No,Yes,https://images.restaurant.com/food/main_course/0150.jpg,2024-01-23
151,Chicken Marsala - Variant 2,Main Course,French,A hearty and satisfying main dish prepared by our expert chefs. Chicken Marsala - Variant 2 is a customer favorite.,20.06,15,17.05,1153,29,Hot,Keto,4.6,765,Available,No,No,https://images.restaurant.com/food/main_course/0151.jpg,2023-04-26
152,Chicken Marsala - Variant 3,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Chicken Marsala - Variant 3 is a customer favorite.,20.88,0,20.88,1125,39,Medium,Dairy-Free,4.6,327,Sold Out,No,No,https://images.restaurant.com/food/main_course/0152.jpg,2024-04-10
153,Chicken Marsala - Variant 4,Main Course,Turkish,A hearty and satisfying main dish prepared by our expert chefs. Chicken Marsala - Variant 4 is a customer favorite.,19.34,5,18.37,418,24,Extra Hot,Dairy-Free,3.7,787,Available,No,No,https://images.restaurant.com/food/main_course/0153.jpg,2023-12-22
154,Chocolate Lava Cake,Dessert,Chinese,"A sweet ending to your meal, made from premium ingredients. Chocolate Lava Cake is a customer favorite.",8.17,5,7.76,980,31,Medium,Nut-Free,4.5,492,Available,No,No,https://images.restaurant.com/food/dessert/0154.jpg,2024-02-28
155,Chocolate Lava Cake - Variant 2,Dessert,French,"A sweet ending to your meal, made from premium ingredients. Chocolate Lava Cake - Variant 2 is a customer favorite.",8.81,20,7.05,1159,43,Mild,Vegetarian,4.3,160,Available,No,No,https://images.restaurant.com/food/dessert/0155.jpg,2023-09-26
